entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
"[0.22222221222222213, 0.2222222250793651, 0.1851851794708999, 0.11111110611111107, 0.22222221222222213]","[0.22222222767676802, 0.24999998772727194, 0.22222222767676802, 0.22222222767676802, 0.22222222767676802]","[0.22222221222222213, 0.2222222250793651, 0.08333333440476191, 0.11111110611111107, 0.22222221222222213]",78,"[0.22222222767676802, 0.22222222767676802, 0.22222222767676802, 0.14814817652952356, 0.22222222767676802]","[0.22222222767676802, 0.22222222767676802, 0.08333332924242398, 0.11111111383838401, 0.2222222111135748]","[0.22222222767676802, 0.22222222767676802, 0.1851851815488213, 0.11111111383838401, 0.1851851815488213]","[0.2222222250793651, 0.2222222250793651, 0.22222221222222213, 0.1481481710052907, 0.2222222250793651]","[0.22222221222222213, 0.2222222250793651, 0.1851851794708999, 0.11111111253968255, 0.1851851794708999]","[0.2222222250793651, 0.2222222250793651, 0.22222221222222213, 0.1851851794708999, 0.2222222250793651]","[0.22222222767676802, 0.22222222767676802, 0.22222222767676802, 0.1851851815488213, 0.22222222767676802]","[0.22222222767676802, 0.22222222767676802, 0.1851851815488213, 0.11111111383838401, 0.2222222111135748]","[0.2222222250793651, 0.2500000032142857, 0.22222221222222213, 0.22222221222222213, 0.2222222250793651]"
E,r,E,79,r,E,E,r,E,r,r,E,r
E,r,E,80,r,E,E,r,E,r,r,E,r
E,r,E,81,r,E,E,r,E,r,r,E,r
E,r,E,82,r,E,E,r,E,r,r,E,r
E,r,E,83,r,E,E,r,E,r,r,E,r
"[0.2222222247222222, 0.22222221847222223, 0.11111110861111115, 0.11111110861111113, 0.22222221722222227]","[0.2222222222222222, 0.26666666666666666, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222247222222, 0.22222221847222223, 0.06666666516666668, 0.11111111286111111, 0.22222221722222227]",84,"[0.2222222222222222, 0.22222223347222234, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222221356837668, 0.2222222222222222, 0.06666666666666667, 0.1111111111111111, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[0.2222222247222222, 0.2222222247222222, 0.22222222572222222, 0.2222222247222222, 0.2222222247222222]","[0.2222222247222222, 0.2222222247222222, 0.11111110861111115, 0.11111110861111113, 0.22222221722222227]","[0.2222222247222222, 0.2222222247222222, 0.22222221722222227, 0.2222222247222222, 0.2222222247222222]","[0.2222222222222222, 0.22222223347222234, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[0.2222222247222222, 0.2666666606666667, 0.22222222572222222, 0.2222222247222222, 0.2222222247222222]"
E,r,E,85,r,E,E,r,E,r,r,E,r
"[0.22222221293650785, 0.22222221936507935, 0.11111111611111113, 0.11111110968253968, 0.22222221293650785]","[0.2222222215079365, 0.2222222279365079, 0.22222222365079386, 0.2222222215079365, 0.2222222215079365]","[0.22222221293650785, 0.22222221936507935, 0.11111111611111113, 0.11111110968253968, 0.22222221293650785]",86,"[0.2222222215079365, 0.2222222279365079, 0.22222222365079386, 0.2222222215079365, 0.2222222215079365]","[0.2222222215079365, 0.2222222215079365, 0.11111110753968255, 0.11111111182539693, 0.2222222215079365]","[0.2222222215079365, 0.2222222215079365, 0.11111111396825395, 0.1111111053968252, 0.2222222215079365]","[0.22222221936507935, 0.22222223222222226, 0.22222221936508046, 0.22222221293650785, 0.22222221936507935]","[0.22222221293650785, 0.22222221936507935, 0.11111111611111113, 0.11111110968253968, 0.22222221293650785]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.22222221293650785, 0.22222221936507935]","[0.2222222215079365, 0.2222222279365079, 0.22222222365079386, 0.2222222215079365, 0.2222222215079365]","[0.2222222215079365, 0.2222222215079365, 0.11111110753968255, 0.1111111053968252, 0.2222222215079365]","[0.22222221936507935, 0.22222223222222226, 0.22222221936508046, 0.22222221293650785, 0.22222221936507935]"
E,r,E,87,r,E,E,r,E,r,r,E,r
E,r,E,88,r,E,E,r,E,r,r,E,r
E,r,E,89,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222222222222, 0.11111111111111112, 0.1111111111111111, 0.22222221222222252]","[0.22222223555555579, 0.22222223555555579, 0.22222222055555552, 0.22222222055555552, 0.22222222055555552]","[0.2222222222222222, 0.2222222222222222, 0.11111111111111112, 0.1111111111111111, 0.2222222222222222]",90,"[0.22222223555555579, 0.22222223555555579, 0.22222222055555552, 0.22222222055555552, 0.22222222055555552]","[0.22222222055555552, 0.22222222055555552, 0.11111111777777789, 0.11111111777777789, 0.22222222055555552]","[0.22222222055555552, 0.22222222805555564, 0.11111111777777789, 0.11111111027777776, 0.22222222055555552]","[0.22222223222222093, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.11111111111111112, 0.1111111111111111, 0.22222221222222252]","[0.22222222222222224, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222223555555579, 0.22222223555555579, 0.22222222055555552, 0.22222222055555552, 0.22222222055555552]","[0.22222222055555552, 0.22222222055555552, 0.11111111777777789, 0.11111111777777789, 0.22222222055555552]","[0.22222223222222093, 0.2222222222222222, 0.2222222222222222, 0.22222222222222224, 0.2222222222222222]"
"[0.22222223222222331, 0.2222222322222233, 0.22222218122221865, 0.11111111611111166, 0.22222218722221848]","[0.22222223222222226, 0.22222223222222226, 0.22222223222222226, 0.22222218722222223, 0.22222223222222226]","[0.22222223222222331, 0.22222223222222331, 0.11111111611111166, 0.11111111611111166, 0.22222218722221848]",91,"[0.22222223222222226, 0.22222223222222226, 0.16666672483796252, 0.11111111611111113, 0.22222223222222226]","[0.22222223222222226, 0.22222223222222226, 0.11111111611111113, 0.11111111611111113, 0.22222218722222223]","[0.22222220953703864, 0.22222220953703864, 0.16666665715277898, 0.11111110476851932, 0.11111110476851932]","[0.22222223222222331, 0.22222223222222331, 0.22222223222222331, 0.11111112211111127, 0.22222223222222331]","[0.2222222322222233, 0.2222222322222233, 0.1666666486666652, 0.11111109911111013, 0.11111111611111166]","[0.2222222322222233, 0.3333332973333304, 0.22222223222222331, 0.11111112211111127, 0.22222223222222331]","[0.22222220953703864, 0.33333331430555796, 0.22222220953703864, 0.11111111611111113, 0.22222220953703864]","[0.22222220953703864, 0.22222223222222226, 0.16666665715277898, 0.11111111611111113, 0.22222218722222223]","[0.22222223222222331, 0.22222223222222331, 0.22222223222222331, 0.22222218722221848, 0.22222223222222331]"
E,r,E,92,r,E,E,r,E,r,r,E,r
"[0.20000005999999876, 0.20000005999999837, 0.20000005999999854, 0.1999997600000057, 0.19999996000000095]","[0.2999998650000042, 0.20000005999999818, 0.20000005999999818, 0.19999996000000125, 0.20000005999999818]","[0.20000005999999876, 0.19999996000000086, 0.20000005999999854, 0.09999995500000103, 0.19999996000000086]",93,"[0.2000000599999982, 0.20000005999999818, 0.20000005999999818, 0.10000005499999834, 0.20000005999999818]","[0.20000005999999818, 0.19999996000000125, 0.20000005999999818, 0.09999995500000139, 0.19999996000000125]","[0.19999996000000125, 0.20000005999999818, 0.20000005999999818, 0.09999995500000129, 0.19999996000000125]","[0.20000005999999876, 0.20000005999999876, 0.20000005999999854, 0.19999986000000314, 0.20000005999999837]","[0.19999996000000095, 0.20000005999999837, 0.20000005999999876, 0.09999995500000103, 0.19999996000000095]","[0.20000005999999876, 0.20000005999999876, 0.2999998650000031, 0.19999996000000095, 0.20000005999999837]","[0.2000000599999982, 0.20000005999999818, 0.29999986500000386, 0.19999996000000125, 0.20000005999999818]","[0.20000005999999818, 0.20000005999999818, 0.20000005999999818, 0.09999995500000129, 0.19999996000000125]","[0.2999998650000031, 0.20000005999999876, 0.20000005999999854, 0.19999996000000086, 0.20000005999999876]"
E,r,E,94,r,E,E,r,E,r,r,E,r
E,r,E,95,r,E,E,r,E,r,r,E,r
E,r,E,96,r,E,E,r,E,r,r,E,r
E,r,E,97,r,E,E,r,E,r,r,E,r
E,r,E,98,r,E,E,r,E,r,r,E,r
"[0.22222222388888882, 0.11111111194444441, 0.11111111194444441, 0.11111110444444472, 0.22222222388888882]","[0.25, 0.25, 0.25, 0.25, 0.25]","[0.22222222388888882, 0.11111111194444441, 0.11111111194444441, 0.11111110444444472, 0.22222222388888882]",99,"[0.25, 0.25, 0.25, 0.25, 0.25]","[0.25, 0.125, 0.12499999096874997, 0.125, 0.25]","[0.25, 0.125, 0.125, 0.12499999096874972, 0.25]","[0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222223138888927]","[0.22222222388888882, 0.11111111194444441, 0.11111111194444441, 0.11111111194444441, 0.22222222388888882]","[0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222223138888927]","[0.25, 0.25, 0.25, 0.25, 0.25]","[0.25, 0.125, 0.12499999096874997, 0.12499999096874972, 0.25]","[0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222222388888882, 0.22222222388888882]"
"[0.22222221222222274, 0.22222221222222274, 0.11111110611111137, 0.11111110611111137, 0.22222221222222274]",r,"[0.22222221222222274, 0.11111113111111096, 0.11111110611111137, 0.11111110611111137, 0.22222221222222274]",100,r,E,E,"[0.2222222622222219, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274]","[0.22222221222222274, 0.22222221222222274, 0.11111110611111137, 0.08333334083333294, 0.22222221222222274]","[0.2500000224999988, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274]",r,E,"[0.2222222622222219, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274, 0.22222221222222274]"
E,r,E,101,r,E,E,r,E,r,r,E,r
"[0.22222221222222288, 0.22222221222222288, 0.1851851871851849, 0.11111111511111087, 0.22222221222222288]","[0.22222223377151848, 0.22222223377151848, 0.2222222122222219, 0.185185191851852, 0.2222222122222219]","[0.22222221222222288, 0.22222221222222288, 0.1851851871851849, 0.11111111511111087, 0.1851851871851849]",102,"[0.22222223377151848, 0.22222223377151848, 0.2222222122222219, 0.14814818035472227, 0.2222222122222219]","[0.2222222122222219, 0.2222222122222219, 0.185185191851852, 0.11111111688575924, 0.185185191851852]","[0.2222222122222219, 0.2222222122222219, 0.11111115111111214, 0.08333331833333298, 0.2222222122222219]","[0.22222223022222173, 0.22222223022222173, 0.22222221222222288, 0.14814817614814657, 0.22222221222222288]","[0.22222221222222288, 0.22222221222222288, 0.11111111511111087, 0.08333333633333312, 0.22222221222222288]","[0.25000000899999936, 0.22222223022222173, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]","[0.24999995499999894, 0.22222230222222428, 0.2222222122222219, 0.2222222122222219, 0.2222222122222219]","[0.2222222122222219, 0.2222222122222219, 0.185185191851852, 0.11111111688575924, 0.2222222122222219]","[0.22222223022222173, 0.22222223022222173, 0.22222221222222288, 0.1851851871851849, 0.22222221222222288]"
E,"[0.23076922934065935, 0.23076923553113549, 0.23076922934065935, 0.23076920839743467, 0.23076922934065935]",E,103,"[0.23076922934065935, 0.23076924791208764, 0.23076922934065935, 0.15384615598901094, 0.23076922934065935]","[0.23076922934065935, 0.11538461467032968, 0.11538461776556774, 0.07692307644688647, 0.23076920839743467]","[0.23076922934065935, 0.23076922934065935, 0.23076922934065935, 0.07692308263736254, 0.15384615598901094]",r,E,r,"[0.23076922934065935, 0.23076924791208764, 0.23076922934065935, 0.15384615598901094, 0.23076922934065935]","[0.23076922934065935, 0.23076922934065935, 0.23076922934065935, 0.1538461164743579, 0.23076920839743467]",r
"[0.2222222094949499, 0.2222222094949499, 0.11111112747474726, 0.11111110474747495, 0.2222222094949499]","[0.22222221744949502, 0.2222222440404035, 0.22222222631313124, 0.22222221744949502, 0.22222222563131308]","[0.2222222094949499, 0.2222222094949499, 0.11111112747474726, 0.11111110474747495, 0.2222222094949499]",104,"[0.22222221744949502, 0.2222222440404035, 0.22222222631313124, 0.22222221744949502, 0.22222222563131308]","[0.22222221744949502, 0.22222221744949502, 0.11111112202020175, 0.11111111315656562, 0.22222221744949502]","[0.22222221744949502, 0.22222221744949502, 0.11111112202020175, 0.08333332821969708, 0.22222221744949502]","[0.2222222094949499, 0.22222225494949482, 0.2222222094949499, 0.2222222094949499, 0.2222222094949499]","[0.22222220404040396, 0.2222222094949499, 0.11111112747474726, 0.08333333287878786, 0.22222220404040396]","[0.22222220404040396, 0.22222225494949482, 0.24999999863636357, 0.22222220404040396, 0.2222222094949499]","[0.22222221744949502, 0.2222222440404035, 0.24999998465909126, 0.22222221744949502, 0.22222222563131308]","[0.22222221744949502, 0.22222221744949502, 0.11111112202020175, 0.11111111315656562, 0.22222221744949502]","[0.2222222094949499, 0.22222225494949452, 0.2222222094949499, 0.2222222094949499, 0.2222222094949499]"
E,r,E,105,r,E,E,r,E,r,r,E,r
E,r,E,106,r,E,E,r,E,r,r,E,r
E,r,E,107,r,E,E,r,E,r,r,E,r
E,r,E,108,r,E,E,r,E,r,r,E,r
E,r,E,109,r,E,E,r,E,r,r,E,r
E,r,E,110,r,E,E,r,E,r,r,E,r
E,r,E,111,r,E,E,r,E,r,r,E,r
E,r,E,112,r,E,E,r,E,r,r,E,r
E,r,E,113,r,E,E,r,E,r,r,E,r
E,"[0.23076923934065932, 0.23076923934065932, 0.23076923934065932, 0.23076921155219793, 0.23076923934065932]",E,114,"[0.23076923934065932, 0.21153853432692304, 0.23076923934065932, 0.21153846939560433, 0.23076923934065932]","[0.23076923934065932, 0.11538461967032966, 0.11538461967032966, 0.11538461967032966, 0.23076921155219793]","[0.23076923934065932, 0.11538461967032966, 0.23076920219780228, 0.07692307978021977, 0.21153846939560433]",r,E,r,"[0.23076923934065932, 0.23076920219780228, 0.23076923934065932, 0.21153846939560433, 0.23076923934065932]","[0.23076923934065932, 0.11538461967032966, 0.23076920219780228, 0.11538461967032966, 0.23076921155219793]",r
E,r,E,115,r,E,E,r,E,r,r,E,r
E,r,E,116,r,E,E,r,E,r,r,E,r
"[0.20000000999999873, 0.20000000999999873, 0.19999995250000233, 0.19999995250000238, 0.20000000999999873]","[0.200000031111252, 0.2999999735184357, 0.2000000218518765, 0.200000031111252, 0.2000000218518765]","[0.20000001249999963, 0.20000001249999963, 0.1499999850000001, 0.09999999000000008, 0.20000001249999963]",117,"[0.200000031111252, 0.2000000218518765, 0.2000000218518765, 0.200000031111252, 0.2000000218518765]","[0.2000000218518765, 0.2000000218518765, 0.14999998675921786, 0.0999999911728119, 0.2000000218518765]","[0.2000000218518765, 0.2000000218518765, 0.14999998675921786, 0.14999998675921786, 0.2000000218518765]","[0.2000000150000005, 0.20000000999999873, 0.20000001249999963, 0.20000001249999963, 0.20000000999999873]","[0.20000000999999873, 0.20000000999999873, 0.13333332250000093, 0.13333332250000093, 0.20000000999999873]","[0.26666664500000187, 0.20000000999999873, 0.20000001249999963, 0.20000001249999963, 0.20000000999999873]","[0.2999999735184357, 0.2000000218518765, 0.2000000218518765, 0.200000031111252, 0.2000000218518765]","[0.2000000218518765, 0.2000000218518765, 0.14999998675921786, 0.14999998675921786, 0.2000000218518765]","[0.2000000150000005, 0.2999999700000002, 0.20000001249999963, 0.20000001249999963, 0.20000001249999963]"
E,r,E,118,r,E,E,r,E,r,r,E,r
E,r,E,119,r,E,E,r,E,r,r,E,r
E,r,E,120,r,E,E,r,E,r,r,E,r
E,r,E,121,r,E,E,r,E,r,r,E,r
E,r,E,122,r,E,E,r,E,r,r,E,r
E,r,E,123,r,E,E,r,E,r,r,E,r
E,r,E,124,r,E,E,r,E,r,r,E,r
E,r,E,125,r,E,E,r,E,r,r,E,r
"[0.22222221452991464, 0.22222221452991464, 0.11111111572649557, 0.11111110726495732, 0.22222221452991464]","[0.2222222222222222, 0.22222223347222286, 0.22222222222222215, 0.22222222222222215, 0.2222222222222222]","[0.22222221452991464, 0.22222221452991464, 0.11111111572649557, 0.11111110726495732, 0.22222221452991464]",126,"[0.2222222222222222, 0.22222223347222286, 0.22222222222222215, 0.22222222222222215, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.11111111111111123, 0.11111111111111108, 0.22222222222222215]","[0.22222221356837638, 0.2222222222222222, 0.06666666666666667, 0.11111111111111108, 0.22222222222222215]","[0.22222221452991464, 0.22222224914529876, 0.22222221452991464, 0.2222222060683764, 0.22222221452991464]","[0.22222221452991464, 0.22222221452991464, 0.06666667128205123, 0.11111110726495732, 0.22222221452991464]","[0.22222221452991464, 0.2666666851282049, 0.22222221452991464, 0.22222221452991464, 0.22222221452991464]","[0.2222222222222222, 0.26666666666666666, 0.22222222222222215, 0.22222222222222215, 0.2222222222222222]","[0.22222221356837638, 0.2222222222222222, 0.11111111111111123, 0.11111111111111108, 0.22222222222222215]","[0.22222221452991464, 0.22222224914529876, 0.22222221452991464, 0.2222222060683764, 0.22222221452991464]"
E,r,E,127,r,E,E,r,E,r,r,E,r
E,r,E,128,r,E,E,r,E,r,r,E,r
E,r,E,129,r,E,E,r,E,r,r,E,r
E,r,E,130,r,E,E,r,E,r,r,E,r
E,r,E,131,r,E,E,r,E,r,r,E,r
E,r,E,132,r,E,E,r,E,r,r,E,r
E,r,E,133,r,E,E,r,E,r,r,E,r
E,r,E,134,r,E,E,r,E,r,r,E,r
E,r,E,135,r,E,E,r,E,r,r,E,r
"[0.22222220888888966, 0.11111112694444358, 0.11111111194444441, 0.11111110444444483, 0.22222220138888993]","[0.25, 0.24999999999999992, 0.25, 0.2500000129017855, 0.25]","[0.22222220888888966, 0.11111112694444358, 0.11111111194444441, 0.11111110444444483, 0.22222220138888982]",136,"[0.25, 0.24999999999999992, 0.25, 0.2500000129017855, 0.25]","[0.25, 0.125, 0.1250000000000001, 0.125, 0.25]","[0.25, 0.125, 0.12499999999999996, 0.125, 0.25]","[0.22222225388888717, 0.22222222388888882, 0.22222220888888966, 0.22222220138888993, 0.22222220888888966]","[0.22222220888888966, 0.11111112694444358, 0.11111111194444441, 0.11111110444444483, 0.22222220138888993]","[0.22222225388888717, 0.22222222388888882, 0.22222220888888966, 0.22222220138888993, 0.22222220888888966]","[0.25, 0.24999999999999992, 0.25, 0.2500000129017855, 0.25]","[0.25, 0.125, 0.1250000000000001, 0.125, 0.25]","[0.22222225388888717, 0.22222222388888882, 0.22222220888888966, 0.22222220138888993, 0.22222220888888966]"
E,r,E,137,r,E,E,r,E,r,r,E,r
E,r,E,138,r,E,E,r,E,r,r,E,r
E,r,E,139,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222222222222, 0.11111110111111, 0.1111111111111111, 0.2222222222222222]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]",140,"[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222223222222348, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.11111110111111, 0.1111111111111111, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.22222223222222337, 0.22222223222222337, 0.2222222222222222]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222223222222348, 0.2222222222222222]"
