Trial,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,entani論文のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,entani論文のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ
142,"[0.18518517918512156, 0.24000005333330504, 0.07407408657407935, 0.07407407232409854, 0.07407408657408425]","[0.2962962787962947, 0.31999996000003744, 0.15999998000000992, 0.23999988666674182, 0.18518517918512467]","[0.22222219222220804, 0.2962962787962947, 0.07407408657407935, 0.14814817314815912, 0.07407408657408425]","[0.2962962787962947, 0.2962963462963174, 0.148148173148166, 0.22222219222220804, 0.11111109611110045]","[0.1851851791851491, 0.2962962787963192, 0.14814813939816082, 0.07407407232409854, 0.07407408657408425]","[0.29629627879629483, 0.2962962892963942, 0.1481481731481685, 0.18518517918516436, 0.18518517918512373]","[0.23999988666664807, 0.24000005333330504, 0.10666665333324515, 0.15999998000000965, 0.0799999900000115]","[0.24000005333329047, 0.31999996000003744, 0.15999998000000992, 0.23999988666674182, 0.12000002666665252]",E,r,E,r,E,r,E,r,"[0.24000005333333488, 0.29629634629630086, 0.14814817314815043, 0.18488891022222204, 0.11111109611110974]","[0.24977776377777589, 0.29688886622222305, 0.14844443311111152, 0.19466662066666315, 0.12000002666666744]","[0.22222219222221948, 0.2962962787962947, 0.07407408657407522, 0.14814817314815043, 0.07407408657407522]","[0.2962962787962947, 0.29629634629630086, 0.14814817314815043, 0.22222219222221948, 0.11111109611110974]","[0.18488889522222168, 0.29688886622222305, 0.14844443311111152, 0.07422221655555576, 0.07422221655555576]","[0.29688886622222305, 0.29688886622222305, 0.14844443311111152, 0.18488891022222204, 0.18488889522222168]","[0.23999988666666344, 0.24000005333333488, 0.10666665333333296, 0.15999997999999943, 0.07999998999999972]","[0.24000005333333488, 0.31999995999999886, 0.15999997999999943, 0.23999988666666344, 0.12000002666666744]","[[0.24977776377777589, 0.29629634629630086, 0.14814817314815043, 0.19466662066666315, 0.11111109611110974], [0.24977776377777589, 0.29688886622222305, 0.14844443311111152, 0.18488891022222204, 0.12000002666666744], [0.24000005333333488, 0.29688886622222305, 0.14844443311111152, 0.19466662066666315, 0.12000002666666744]]"
143,"[0.17948719516285508, 0.3000000109090888, 0.05128204966042959, 0.0512820496604296, 0.07500000272727451]","[0.30769230823284704, 0.30769229796257763, 0.17948719516285508, 0.19999998909090502, 0.15384614898128876]","[0.17948719516285508, 0.3076922979625729, 0.05128204966042959, 0.1538461489812887, 0.08974359758143242]","[0.30769230823284704, 0.3076922979625775, 0.17948719516285508, 0.17948719516285547, 0.15384614898128876]","[0.19999998909090577, 0.3000000109090888, 0.150000005454547, 0.10000000363636698, 0.07500000272727451]","[0.3000000109090888, 0.30000001090909395, 0.15000000545454706, 0.19999998909090566, 0.15000000545454772]","[0.17948719516285508, 0.30769229796257763, 0.15384614898128876, 0.0512820496604296, 0.07692307449064441]","[0.3076923082328489, 0.30769229796257763, 0.17948719516285508, 0.17948719516285508, 0.15384614898128876]",E,r,E,r,E,r,E,r,"[0.2730769170848578, 0.2999999866666668, 0.15000003777777748, 0.17948717198717998, 0.08589747688949945]","[0.2730769170848578, 0.3076922876923089, 0.1538461463461538, 0.18717947301282228, 0.08974358545787571]","[0.17948717091575142, 0.3076922876923089, 0.051282054139193976, 0.15384616241758192, 0.08974358545787571]","[0.3076922876923089, 0.30769232483516384, 0.17948717091575142, 0.17948717091575142, 0.15384616241758192]","[0.1999999911111112, 0.2999999866666668, 0.1499999933333334, 0.0999999955555556, 0.07500001888888874]","[0.2999999866666668, 0.2999999866666668, 0.15000003777777748, 0.1999999911111112, 0.1499999933333334]","[0.17948717198717998, 0.3076922876923089, 0.1538461463461538, 0.05128205628205105, 0.07692308442307658]","[0.3076922876923089, 0.3076923376923063, 0.17948717198717998, 0.17948717198717998, 0.1538461463461538]","[[0.2730769170848578, 0.3076922876923089, 0.15000003777777748, 0.17948717198717998, 0.08974358545787571], [0.2730769170848578, 0.2999999866666668, 0.15000003777777748, 0.18717947301282228, 0.08974358545787571], [0.2730769170848578, 0.3076922876923089, 0.1538461463461538, 0.17948717198717998, 0.08589747688949945]]"
144,"[0.1739130542474906, 0.24000005333333632, 0.0869565094314388, 0.14285713785714252, 0.07142858642857243]","[0.2857142757142853, 0.34782603772575565, 0.1739130542474906, 0.23999988666666383, 0.1428571378571428]","[0.23999988666666394, 0.24000005333333632, 0.10666665333333182, 0.15999997999999774, 0.07999998999999934]","[0.24000005333334015, 0.3199999599999955, 0.15999997999999774, 0.23999988666666383, 0.12000002666666816]","[0.21428570678571424, 0.28571427571428537, 0.14285713785714316, 0.142857137857142, 0.07142858642857243]","[0.2857142757142854, 0.28571427571428537, 0.14285717285714486, 0.2142857067857129, 0.14285713785714282]","[0.1739130542474906, 0.26086959906354346, 0.08695650943143887, 0.17391301886287783, 0.08695652712374527]","[0.26086959906354346, 0.3478260377257555, 0.1739130542474906, 0.17391305424749043, 0.13043479953177173]",E,r,E,r,E,r,E,r,"[0.24000005333333488, 0.28571427571428537, 0.14285717285714383, 0.17391311490682487, 0.12000002666666744]","[0.2587577315942067, 0.3044719539751572, 0.14285717285714383, 0.1926707931676967, 0.12000002666666744]","[0.23999988666666344, 0.24000005333333488, 0.10666665333333296, 0.15999997999999943, 0.07999998999999972]","[0.24000005333333488, 0.31999995999999886, 0.15999997999999943, 0.23999988666666344, 0.12000002666666744]","[0.21428570678571401, 0.28571427571428537, 0.14285713785714269, 0.14285713785714269, 0.07142858642857192]","[0.28571427571428537, 0.28571427571428537, 0.14285717285714383, 0.21428570678571401, 0.14285713785714269]","[0.17391311490682487, 0.26086950807454007, 0.08695652459627301, 0.17391304919254602, 0.08695655745341244]","[0.2608695080745401, 0.34782609838509204, 0.17391311490682487, 0.17391311490682487, 0.13043475403727003]","[[0.24000005333333488, 0.3044719539751572, 0.14285717285714383, 0.1926707931676967, 0.12000002666666744], [0.2587577315942067, 0.28571427571428537, 0.14285717285714383, 0.1926707931676967, 0.12000002666666744], [0.2587577315942067, 0.3044719539751572, 0.14285717285714383, 0.17391311490682487, 0.12000002666666744]]"
145,"[0.16666669166666614, 0.27272733272727756, 0.07575759797979847, 0.06060607838383878, 0.0666666566666669]","[0.30303024525252364, 0.36363628363635714, 0.1818182018181835, 0.1818182018181835, 0.1666666416666671]","[0.18181816181818147, 0.30303024525252364, 0.07575759797979847, 0.06060607838383878, 0.0909090809090907]","[0.30303024525252364, 0.3030303919191939, 0.18181816181818147, 0.18181816181818147, 0.15151512262626182]","[0.1818182018181835, 0.27272733272727756, 0.1818181418181784, 0.09090907090908923, 0.09090910090909166]","[0.27272733272727756, 0.3636362836363568, 0.1818182018181835, 0.1818182018181835, 0.09090911090909258]","[0.16666669166666614, 0.2727273327272774, 0.16666664166666725, 0.16666664166666728, 0.0666666566666669]","[0.2727273327272774, 0.3333332833333345, 0.16666669166666614, 0.16666669166666614, 0.16666664166666725]",E,r,E,r,E,r,E,r,"[0.2666666766666663, 0.2939393889393974, 0.166666691666666, 0.166666691666666, 0.09090910090909175]","[0.2666666766666663, 0.30909083909090984, 0.18181814181817846, 0.166666691666666, 0.09090910090909175]","[0.1818181618181814, 0.30303024525252387, 0.07575759797979846, 0.06060607838383877, 0.0909090809090907]","[0.30303024525252387, 0.30303039191919384, 0.1818181618181814, 0.1818181618181814, 0.15151512262626193]","[0.1818182018181835, 0.2727273327272778, 0.18181814181817846, 0.09090907090908923, 0.09090910090909175]","[0.2727273327272778, 0.3636362836363569, 0.1818182018181835, 0.1818182018181835, 0.0909091109090926]","[0.166666691666666, 0.2666666766666663, 0.16666664166666734, 0.16666664166666734, 0.06666665666666693]","[0.2666666766666663, 0.3333332833333347, 0.166666691666666, 0.166666691666666, 0.16666664166666734]","[[0.2666666766666663, 0.30303024525252387, 0.17272728550505204, 0.166666691666666, 0.09090910090909175], [0.2666666766666663, 0.2939393889393974, 0.18181814181817846, 0.166666691666666, 0.09090910090909175], [0.2666666766666663, 0.30909083909090984, 0.166666691666666, 0.166666691666666, 0.09090910090909175]]"
146,"[0.18181818848484424, 0.2857143097142851, 0.08695653173913129, 0.08695653173913129, 0.05434782275362282]","[0.34782605028985203, 0.36363634030303993, 0.18181818848484424, 0.21739129101449173, 0.19047617847619025]","[0.21739129101449167, 0.34782605028985203, 0.08695653173913129, 0.08695653173913129, 0.05434782275362282]","[0.34782605028985203, 0.34782612695652515, 0.10869564550724566, 0.21739129101449167, 0.10869564550724584]","[0.1904761784761906, 0.2857143097142843, 0.09523810323809398, 0.1428571548571448, 0.09523808923809486]","[0.2857143097142846, 0.28571430971428446, 0.14285715485714362, 0.1904761784761906, 0.19047617847619025]","[0.18181818848484424, 0.2857143097142849, 0.18181817015151977, 0.12121211343435212, 0.06060605671717384]","[0.2857143097142849, 0.36363634030303993, 0.18181818848484424, 0.1818181884848462, 0.09090909424242244]",E,r,E,r,E,r,E,r,"[0.27470356031225124, 0.28571430971428535, 0.10869570684058125, 0.18181818848484668, 0.0759457713370984]","[0.28571426771428593, 0.34782606562318774, 0.18181817015151835, 0.19047617847619075, 0.09523808923809533]","[0.2173912910144924, 0.34782606562318774, 0.08695651640579694, 0.08695651640579694, 0.05434785342029062]","[0.34782606562318774, 0.34782606562318774, 0.10869570684058125, 0.2173912910144924, 0.1086956455072462]","[0.19047617847619067, 0.28571426771428593, 0.09523810323809512, 0.14285715485714268, 0.09523808923809533]","[0.28571426771428593, 0.28571430971428535, 0.14285715485714268, 0.19047617847619067, 0.19047617847619067]","[0.18181818848484668, 0.27470356031225124, 0.18181817015151835, 0.12121211343434557, 0.060606056717172785]","[0.27470356031225124, 0.3636363403030367, 0.18181818848484668, 0.18181818848484668, 0.09090909424242334]","[[0.28571426771428593, 0.34782606562318774, 0.10869570684058125, 0.18181818848484668, 0.0759457713370984], [0.28571426771428593, 0.28571430971428535, 0.14285715485714268, 0.19047617847619075, 0.09523808923809533], [0.27470356031225124, 0.28571430971428535, 0.18181817015151835, 0.18181818848484668, 0.0759457713370984]]"
147,"[0.18518518177055132, 0.28571429904761864, 0.11510792419538152, 0.074074077976513, 0.05755396209769076]","[0.34532369942824387, 0.34532377258614455, 0.18518518177055135, 0.21582732128739024, 0.1481481427822948]","[0.21582732128739024, 0.34532369942824387, 0.11510792419538152, 0.08633094314653614, 0.05755396209769076]","[0.34532369942824387, 0.34532377258614455, 0.11510792419538152, 0.21582732128739024, 0.1079136606436939]","[0.18518518177055063, 0.2962962855645896, 0.1481481427822948, 0.0740740779765124, 0.09259259088527524]","[0.2962962855645888, 0.29629631190605193, 0.18518518177055135, 0.18518518177055063, 0.1481481427822948]","[0.21428571650793657, 0.2857142679365096, 0.14285713396825528, 0.14285713396825345, 0.0714285747619032]","[0.2857142990476187, 0.2857142679365096, 0.14285714952380849, 0.21428571650793604, 0.1428571495238098]",E,r,E,r,E,r,E,r,"[0.28571426793650834, 0.28571429904761875, 0.11510792419538035, 0.16126151584727116, 0.0925925925925926]","[0.28571426793650834, 0.3453236994282476, 0.1481481381481481, 0.19312169089947095, 0.0925925925925926]","[0.21582732128739143, 0.3453236994282476, 0.11510792419538035, 0.08633094314653526, 0.057553962097690176]","[0.3453236994282476, 0.34532377258614105, 0.11510792419538035, 0.21582732128739143, 0.10791366064369572]","[0.1851851851851852, 0.29629629629629634, 0.1481481381481481, 0.07407407407407408, 0.0925925925925926]","[0.29629629629629634, 0.29629629629629634, 0.1851851851851852, 0.1851851851851852, 0.14814814814814817]","[0.21428570873015884, 0.28571426793650834, 0.14285713396825417, 0.14285714952380937, 0.07142857476190469]","[0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.21428570873015884, 0.14285713396825417]","[[0.28571426793650834, 0.3453236994282476, 0.11510792419538035, 0.16126151584727116, 0.0925925925925926], [0.28571426793650834, 0.29629629629629634, 0.1481481381481481, 0.17724870502645473, 0.0925925925925926], [0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.19312169089947095, 0.0925925925925926]]"
148,"[0.18000011333333052, 0.2666667066666689, 0.0882352875959084, 0.05999992666666854, 0.052941209514064114]","[0.3529411503836336, 0.35999956000001126, 0.1999999799999989, 0.21176469023018024, 0.13333335333333446]","[0.18000011333333052, 0.3000002999999921, 0.17999978000000608, 0.05999992666666854, 0.09000005666666466]","[0.3000002999999921, 0.35999956000001126, 0.1800001133333305, 0.18000011333333052, 0.10000009999999734]","[0.21176469023018024, 0.3529411503836334, 0.0882352875959084, 0.07058823007672672, 0.052941209514064114]","[0.3529411503836336, 0.3529411503836336, 0.10588241902812838, 0.21176469023018024, 0.11764705012787768]","[0.19999997999999922, 0.26666670666666886, 0.13333335333333446, 0.1333333533333344, 0.09999998999999916]","[0.26666670666666925, 0.2666667066666689, 0.19999997999999827, 0.19999997999999922, 0.13333335333333446]",E,r,E,r,E,r,E,r,"[0.26666670666666914, 0.26666670666666914, 0.10588241902812809, 0.16333332333332962, 0.09000001499999939]","[0.26666670666666914, 0.35294115038363366, 0.18000002999999878, 0.1866665666666636, 0.09999998999999937]","[0.18000002999999878, 0.29999992500000305, 0.18000002999999878, 0.0600000099999996, 0.09000001499999939]","[0.29999992500000305, 0.36000005999999757, 0.18000002999999878, 0.18000002999999878, 0.09999997500000102]","[0.21176469023018013, 0.35294115038363366, 0.08823528759590842, 0.07058823007672674, 0.052941209514064044]","[0.35294115038363366, 0.35294115038363366, 0.10588241902812809, 0.21176469023018013, 0.11764705012787789]","[0.19999997999999874, 0.26666670666666914, 0.13333335333333457, 0.13333335333333457, 0.09999998999999937]","[0.26666670666666914, 0.26666670666666914, 0.19999997999999874, 0.19999997999999874, 0.13333335333333457]","[[0.26666670666666914, 0.29999992500000305, 0.18000002999999878, 0.16333332333332962, 0.09000001499999939], [0.26666670666666914, 0.35294115038363366, 0.10588241902812809, 0.18450970892156965, 0.09000001499999939], [0.26666670666666914, 0.26666670666666914, 0.18000002999999878, 0.1866665666666636, 0.09999998999999937]]"
149,"[0.1999999800000031, 0.26666670666665887, 0.08633092979725362, 0.05925926107744127, 0.05395686271419015]","[0.3555555664646466, 0.3555555664646474, 0.19999998000000316, 0.22222216767676595, 0.13333335333332938]","[0.21582732449313294, 0.3453237191890137, 0.08633092979725362, 0.08633092979725361, 0.05395686271419015]","[0.3453237191890137, 0.34532371918901444, 0.10791372542838029, 0.21582732449313294, 0.1151079063963379]","[0.22222216767676567, 0.3555555664646466, 0.08888889161616188, 0.059259261077441235, 0.11111108383838297]","[0.3555555664646466, 0.3555555664646474, 0.1111110838383824, 0.22222216767676595, 0.11851852215488219]","[0.1999999800000031, 0.26666670666665887, 0.13333335333332771, 0.1333333533333319, 0.0999999900000012]","[0.26666670666665926, 0.2666667066666621, 0.1999999800000031, 0.19999998000000402, 0.13333335333332771]",E,r,E,r,E,r,E,r,"[0.2666667066666663, 0.2666667066666663, 0.08888889869658141, 0.1777777608547016, 0.11111111688034199]","[0.2666667066666663, 0.3555555169017086, 0.1555554897863252, 0.19999998000000016, 0.11111111688034199]","[0.21582731899906324, 0.34532368622459, 0.08633095177353631, 0.08633095177353631, 0.05395682974976581]","[0.34532368622459, 0.34532380709414523, 0.10791365949953162, 0.21582731899906324, 0.11510789540819666]","[0.22222223376068398, 0.3555555169017086, 0.08888889869658141, 0.05925926579772094, 0.11111111688034199]","[0.3555555169017086, 0.35555559478632565, 0.11111111688034199, 0.22222223376068398, 0.11851850563390287]","[0.19999998000000016, 0.2666667066666663, 0.13333335333333315, 0.13333335333333315, 0.09999999000000008]","[0.2666667066666663, 0.2666667066666663, 0.19999998000000016, 0.19999998000000016, 0.13333335333333315]","[[0.2666667066666663, 0.34532380709414523, 0.08888889869658141, 0.18800947066226503, 0.11111111688034199], [0.2666667066666663, 0.3555555169017086, 0.08888889869658141, 0.1777777608547016, 0.11111111688034199], [0.2666667066666663, 0.2666667066666663, 0.1555554897863252, 0.19999998000000016, 0.11111111688034199]]"
150,"[0.19148933313069672, 0.31872510912540364, 0.06374502182508072, 0.0597014875373139, 0.05223884347014687]","[0.3582089252238845, 0.3582089252238838, 0.19148933313069672, 0.24701189981028165, 0.15936255456270182]","[0.24701189981028165, 0.31872510912540364, 0.06374502182508072, 0.07968127728135091, 0.12350594990514076]","[0.31872510912540364, 0.31872510912540364, 0.12350594990514001, 0.24701189981028165, 0.15936255456270182]","[0.2089552063805975, 0.3582089252238833, 0.08955223130597167, 0.0597014875373139, 0.05223884347014687]","[0.3582089252238845, 0.3582089252238833, 0.10447768694029375, 0.2089552063805975, 0.11940297507462798]","[0.19148933313069672, 0.3191488661702069, 0.10638300015197866, 0.0638298000911865, 0.06382980009118687]","[0.319148866170207, 0.3191490004559339, 0.19148933313069672, 0.19148933313069672, 0.10638300015197588]",E,r,E,r,E,r,E,r,"[0.31872498960159756, 0.3187252177834076, 0.10447760607822952, 0.13456619316842106, 0.08402228592787125]","[0.31872498960159756, 0.35820892522388065, 0.10638300015197492, 0.14936000963852786, 0.12350599336834418]","[0.24701198673668837, 0.31872498960159756, 0.06374504355668152, 0.0796813044458519, 0.12350599336834418]","[0.31872498960159756, 0.3187252177834076, 0.12350599336834418, 0.24701198673668837, 0.15936249480079878]","[0.20895521215645904, 0.35820892522388065, 0.08955224863355639, 0.059701499089037595, 0.05223880303911476]","[0.35820892522388065, 0.35820899453422556, 0.10447760607822952, 0.20895521215645904, 0.11940297507462688]","[0.19148933313070013, 0.3191488661702152, 0.10638300015197492, 0.06382980009118495, 0.06382980009118495]","[0.3191488661702152, 0.31914900045592476, 0.19148933313070013, 0.19148933313070013, 0.10638300015197492]","[[0.31872498960159756, 0.3187252177834076, 0.10447760607822952, 0.13456619316842106, 0.12350599336834418], [0.31872498960159756, 0.35820892522388065, 0.10447760607822952, 0.13456619316842106, 0.08402228592787125], [0.31872498960159756, 0.31914900045592476, 0.10638300015197492, 0.14936000963852786, 0.10638300015197492]]"
151,"[0.16666681666667046, 0.30769242769230243, 0.08333332904761905, 0.07692310692307555, 0.051282071282050555]","[0.33333331619047596, 0.333333316190476, 0.16666651666666343, 0.22222221079365034, 0.17948711948718213]","[0.16666681666667046, 0.30769242769230243, 0.11111101111110816, 0.16666651666666343, 0.06666660666666546]","[0.30769242769230193, 0.3333330333333245, 0.16666651666666343, 0.16666681666667119, 0.16666681666667046]","[0.22222221079365018, 0.33333331619047596, 0.08333332904761905, 0.11111110539682584, 0.05555557841269812]","[0.33333331619047596, 0.3333333161904768, 0.1111111568253961, 0.22222221079365162, 0.11111110539682532]","[0.17948711948718213, 0.3076924276923022, 0.15384621384615105, 0.07692310692307555, 0.05128207128205034]","[0.30769242769230293, 0.3076924276923022, 0.15384621384615105, 0.17948711948718213, 0.17948711948718213]",E,r,E,r,E,r,E,r,"[0.3076923076923077, 0.3076923076923077, 0.1111111568253969, 0.16666681666667105, 0.06410242410255954]","[0.3076923076923077, 0.3333333161904762, 0.153846143846154, 0.1811966126251544, 0.06666660666666492]","[0.16666681666667105, 0.3076923076923077, 0.1111110111111082, 0.1666665166666623, 0.06666660666666492]","[0.3076923076923077, 0.3333330333333246, 0.1666665166666623, 0.16666681666667105, 0.16666681666667105]","[0.22222221079365082, 0.3333333161904762, 0.08333332904761905, 0.1111111053968254, 0.05555557841269845]","[0.3333333161904762, 0.3333333161904762, 0.1111111568253969, 0.22222221079365082, 0.1111111053968254]","[0.1794871794871795, 0.3076923076923077, 0.153846143846154, 0.07692307692307693, 0.05128205128205129]","[0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.1794871794871795, 0.1794871794871795]","[[0.3076923076923077, 0.3333330333333246, 0.12564123564103175, 0.16666681666667105, 0.06666660666666492], [0.3076923076923077, 0.3333333161904762, 0.1111111568253969, 0.1811966126251544, 0.06666660666666492], [0.3076923076923077, 0.3076923076923077, 0.153846143846154, 0.16666681666667105, 0.06410242410255954]]"
