Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
581,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
582,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
583,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
584,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
585,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
586,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
587,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
588,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
589,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
590,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
591,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
592,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
593,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
594,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
595,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
596,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
597,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
598,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
599,"[0.23076922076923084, 0.19230765897435875, 0.23076922076923084, 0.23076922076923084, 0.11538461038461542]","[0.23076922076923062, 0.13461538961538466, 0.23076922076923062, 0.23076922076923062, 0.11538461038461531]","[0.23076926410256382, 0.19230772730769194, 0.23076922076923084, 0.23076922076923084, 0.11538463538461563]","[0.23076926410256476, 0.13461545794871832, 0.23076922076923062, 0.23076922076923062, 0.11538463538461521]","[0.23076922076923084, 0.08461538461538451, 0.21794872294871787, 0.2179487229487179, 0.11538461038461542]","[0.23076922076923062, 0.08461538461538469, 0.217948722948718, 0.217948722948718, 0.11538461038461531]","[0.33846153846153804, 0.21794872294871787, 0.23076922076923084, 0.23076922076923084, 0.11538463538461563]","[0.33846153846153876, 0.217948722948718, 0.23076922076923062, 0.23076922076923062, 0.11538463538461521]","[0.23076922076923084, 0.13461538961538455, 0.2179487129487177, 0.2179487129487177, 0.11538461038461542]","[0.23076922076923062, 0.13461538961538466, 0.21794871494871787, 0.21794871494871787, 0.11538461038461531]","[0.2692307792307691, 0.2179487129487177, 0.23076922076923084, 0.23076922076923084, 0.13461538961538455]","[0.2692307792307693, 0.21794871494871787, 0.23076922076923062, 0.23076922076923062, 0.13461538961538466]","[0.19230766230769247, 0.11538463205128191, 0.23076922076923084, 0.23076922076923084, 0.07692307358974361]","[0.2115384632051283, 0.11538463205128238, 0.23076922076923062, 0.23076922076923062, 0.07692307358974354]","[0.23076926410256382, 0.23076922076923084, 0.23076922076923084, 0.23076922076923084, 0.19230766230769247]","[0.23076926410256476, 0.23076922076923062, 0.23076922076923062, 0.23076922076923062, 0.2115384632051283]"
600,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
601,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
602,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
603,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
604,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
605,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
606,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
607,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
608,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
609,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
610,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
611,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
612,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
613,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
614,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
615,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
616,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
617,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
618,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
619,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
620,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
621,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
622,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
623,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
624,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
625,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
626,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
627,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
628,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
629,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
630,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
631,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
632,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
633,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
634,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
635,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
636,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
637,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
638,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
639,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
640,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
641,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
642,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
643,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
644,"[0.26666662552381376, 0.1777777430838987, 0.22222222936507918, 0.22222222936507918, 0.1111111146825396]",E,"[0.266666675238095, 0.17777780106348828, 0.22222222936507918, 0.22222222936507918, 0.11111112294784785]",r,"[0.26666662552381376, 0.05555557269841094, 0.22222222936507918, 0.22222222936507918, 0.06666665638095344]",E,"[0.2777778634920547, 0.22222222936507918, 0.26666662552381376, 0.26666662552381376, 0.13333331276190688]",r,"[0.22222222936507918, 0.1333333376190475, 0.22222222936507918, 0.13333332414965934, 0.044444441383219783]",E,"[0.266666675238095, 0.22222222936507918, 0.2666666482993187, 0.22222222936507918, 0.11111112294784785]",r,"[0.2222221972222228, 0.06666666880952375, 0.2222222293650792, 0.22222222936507918, 0.1111111146825396]",E,"[0.266666675238095, 0.2222222293650792, 0.2222222293650792, 0.22222222936507918, 0.2222221972222228]",r
645,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
646,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
647,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
648,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
649,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
650,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
651,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
652,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
653,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
654,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
655,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
656,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
657,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
658,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
659,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
660,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
661,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
662,"[0.2608695412173915, 0.1622072436287647, 0.23076921846153878, 0.23076921846153878, 0.07692307923076827]",E,"[0.26086961021739097, 0.20066894262876278, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]",r,"[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]",E,"[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]",r,"[0.2608695412173915, 0.08695653673913031, 0.21739130734782608, 0.13043477060869574, 0.043478256869565246]",E,"[0.26086961021739097, 0.21739130734782608, 0.2608695412173915, 0.2608695412173915, 0.13043477060869574]",r,"[0.23076926538461548, 0.13461536730769225, 0.23076921846153878, 0.23076921846153878, 0.07692307923076827]",E,"[0.2692307346153845, 0.23076921846153878, 0.23076926538461548, 0.23076926538461548, 0.13461536730769225]",r
663,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
664,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
665,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
666,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
667,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
668,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
669,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
670,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
671,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
672,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
673,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
674,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
675,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
676,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
677,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
678,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
679,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
680,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
681,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
682,"[0.2666666566666664, 0.13846134346152641, 0.2307691907692282, 0.2307691907692282, 0.1333333283333332]",E,"[0.26666668666666715, 0.138461633461544, 0.2307693207692366, 0.23076932076923662, 0.1333333283333332]",r,"[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]",E,"[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]",r,"[0.2666666566666664, 0.06666667166666679, 0.2000000000000001, 0.1333333283333332, 0.1333333283333332]",E,"[0.26666668666666715, 0.2000000000000001, 0.2666666566666664, 0.2666666566666664, 0.1333333283333332]",r,"[0.23333331333333285, 0.13333334333333358, 0.21666666666666673, 0.21666666666666673, 0.11666665666666642]",E,"[0.26666668666666715, 0.21666666666666673, 0.23333331333333285, 0.23333331333333285, 0.13333334333333358]",r
683,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
684,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
685,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
686,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
687,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
688,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
689,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
690,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
691,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
692,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
693,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
694,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
695,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
696,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
697,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
698,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
699,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
700,E,"[0.25000006510416606, 0.12500003255208303, 0.2500000890312424, 0.16666653645833454, 0.12499997372395812]",r,"[0.25000006510416606, 0.20833366354688387, 0.25000013255208686, 0.25000006510416606, 0.12500003255208303]",E,"[0.25000006510416606, 0.09374994244791603, 0.24999994744791623, 0.12500006627604343, 0.12499997372395812]",r,"[0.2812498273437481, 0.24999994744791623, 0.25000013255208686, 0.25000006510416606, 0.12500003255208303]",E,"[0.25000006510416606, 0.12500003255208303, 0.25000006510416606, 0.16666653645833454, 0.08333326822916727]",r,"[0.25000006510416606, 0.25000006510416606, 0.3333330729166691, 0.25000006510416606, 0.12500003255208303]",E,"[0.25000006510416606, 0.12500003255208303, 0.2500000890312424, 0.12500006627604343, 0.06250001627604151]",r,"[0.25000006510416606, 0.2500000890312424, 0.25000013255208686, 0.25000006510416606, 0.12500003255208303]"
701,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
702,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
703,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
704,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
705,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
706,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
707,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
708,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
709,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
710,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
711,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
712,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
713,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
714,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
715,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
716,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
717,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
718,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
719,"[0.23076923076923078, 0.15384612884615428, 0.23076923076923075, 0.23076923076923075, 0.11538460038461518]","[0.23076923076923073, 0.14102563602564097, 0.23076923076923073, 0.23076920600732553, 0.11538458181318613]","[0.2692307792307698, 0.19230770730769248, 0.23076923076923075, 0.23076923076923078, 0.11538463038461441]","[0.26923078161172187, 0.1794872106776564, 0.23076923076923073, 0.23076920600732553, 0.11538463038461559]","[0.23076923076923075, 0.13461538461538464, 0.21794872294871803, 0.21794872294871803, 0.11538460038461518]","[0.23076923076923073, 0.13461539080586093, 0.21794872913919439, 0.21794872913919439, 0.11538458181318613]","[0.2692307692307693, 0.21794872294871803, 0.23076923076923075, 0.23076923076923075, 0.13461538461538464]","[0.26923078161172187, 0.21794872913919439, 0.23076923076923073, 0.23076920600732553, 0.13461539080586093]","[0.23076923076923078, 0.14102563602564136, 0.23076923076923078, 0.23076923076923075, 0.07692307692307693]","[0.23076923076923073, 0.14102563602564097, 0.23076923076923073, 0.23076923076923073, 0.07692307692307691]","[0.2820512720512827, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.11538463038461441]","[0.28205127205128194, 0.23076923076923073, 0.23076923076923073, 0.23076923076923073, 0.11538463038461559]","[0.23076923076923075, 0.13461537961538436, 0.23076923076923075, 0.23076923076923075, 0.07692307692307691]","[0.23076923076923073, 0.13461539080586093, 0.23076923076923073, 0.23076923076923073, 0.07692307692307691]","[0.2692307792307698, 0.23076923076923075, 0.23076923076923075, 0.23076923076923078, 0.13461537961538436]","[0.26923078161172187, 0.23076923076923073, 0.23076923076923073, 0.23076923076923073, 0.13461539080586093]"
720,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
721,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
722,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
723,"[0.2400000211764707, 0.1439999502352884, 0.23999999176470585, 0.23999999176470585, 0.05999997558823502]",E,"[0.2560000409411821, 0.22000001970588254, 0.2400000211764707, 0.23999999176470585, 0.11999999588235293]",r,"[0.2400000211764707, 0.06666666274509801, 0.23333333441176476, 0.23333333441176476, 0.05999997558823502]",E,"[0.3333333137254901, 0.23333333441176476, 0.2400000211764707, 0.23999999176470585, 0.12000001058823535]",r,"[0.23999999176470585, 0.12800002047059106, 0.23999999176470585, 0.12799999047058636, 0.042666663490195454]",E,"[0.2560000409411821, 0.23999999176470585, 0.2559999809411727, 0.23999999176470585, 0.11999999588235293]",r,"[0.2400000211764707, 0.09999998676470583, 0.23999999176470585, 0.23999999176470585, 0.040000003529411784]",E,"[0.29999996029411746, 0.23999999176470585, 0.2400000211764707, 0.2400000211764707, 0.12000001058823535]",r
724,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
725,"[0.22222226222222452, 0.222222057222214, 0.22222221472222187, 0.22222221472222187, 0.11111113111111226]","[0.22222227628472516, 0.11111113814236258, 0.22222226222222363, 0.22222220222222153, 0.11111113111111182]","[0.22222226222222452, 0.22222221472222187, 0.2222222872222247, 0.22222226222222452, 0.11111113111111226]","[0.22222227628472516, 0.11111122626736793, 0.22222226222222363, 0.2222222903472267, 0.11111114517361335]","[0.22222226222222452, 0.0888888638888877, 0.22222220222222105, 0.22222220222222108, 0.11111113111111226]","[0.2222222903472267, 0.08888886045138726, 0.22222218436507762, 0.22222218436507762, 0.11111113111111182]","[0.3555554555555508, 0.22222220222222105, 0.2222222872222247, 0.22222226222222452, 0.11111113111111226]","[0.35555544180554904, 0.22222218436507762, 0.22222226222222363, 0.2222222903472267, 0.11111114517361335]","[0.22222226222222452, 0.11111107986110963, 0.22222221472222187, 0.22222221472222187, 0.11111113111111226]","[0.22222226222222363, 0.11111108611111024, 0.22222220222222153, 0.22222220222222153, 0.11111113111111182]","[0.3333332395833289, 0.22222221472222187, 0.2222222872222247, 0.22222226222222452, 0.11111113111111226]","[0.3333332583333307, 0.22222220222222153, 0.22222226222222363, 0.22222226222222363, 0.11111113111111182]","[0.22222226222222452, 0.11111113111111226, 0.22222221472222187, 0.16666660666666322, 0.08333330333333161]","[0.22222227628472516, 0.11111113814236258, 0.22222226222222363, 0.19047616328868877, 0.09523808164434439]","[0.22222226222222452, 0.22222221472222187, 0.33333321333332644, 0.22222226222222452, 0.11111113111111226]","[0.22222227628472516, 0.22222226222222363, 0.38095232657737754, 0.2222222903472267, 0.11111114517361335]"
726,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
727,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
728,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
729,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
730,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
731,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
732,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
733,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
734,"[0.2461537556923103, 0.15384610538461674, 0.23076925846153773, 0.23076925846153773, 0.07692308615384591]","[0.2461537636923073, 0.13461537076923075, 0.2307692584615385, 0.2307692584615385, 0.07692307576923069]","[0.26923074846153894, 0.21538464123076834, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.2692307415384615, 0.19615390207692374, 0.2307692584615385, 0.2307692584615385, 0.11538462923076925]","[0.2461537556923103, 0.0641026017948707, 0.23076925846153773, 0.23076925846153773, 0.061538438923077574]","[0.2461537636923073, 0.06410259846153865, 0.2307692584615385, 0.2307692584615385, 0.06153844092307682]","[0.32051300897435353, 0.23076925846153773, 0.2461537556923103, 0.2461537556923103, 0.12307687784615515]","[0.3205129923076932, 0.2307692584615385, 0.2461537636923073, 0.2461537636923073, 0.12307688184615365]","[0.23076925846153773, 0.1346153673076928, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.2307692584615385, 0.13461537076923075, 0.23076922192307692, 0.23076922192307692, 0.07692307576923069]","[0.26923074846153894, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.1346153673076928]","[0.2692307415384615, 0.23076922192307692, 0.2307692584615385, 0.2307692584615385, 0.13461537076923075]","[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.2307692584615385, 0.10576921346153845, 0.23076921846153842, 0.23076921846153842, 0.07692308615384616]","[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.31730764038461534, 0.23076921846153842, 0.2307692584615385, 0.2307692584615385, 0.11538462923076925]"
735,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
736,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
737,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
738,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
739,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
740,E,"[0.23076922761133606, 0.23076917859059026, 0.23076922761133606, 0.23076922761133606, 0.1153845784691325]",r,"[0.23076922761133606, 0.23076922761133606, 0.2307692412955464, 0.23076922761133606, 0.11538461380566803]",E,"[0.2115384654858299, 0.11538461380566803, 0.23076922761133606, 0.23076922761133606, 0.07692307587044535]",r,"[0.23076922761133606, 0.23076922761133606, 0.2307692412955464, 0.23076922761133606, 0.2115384654858299]",E,"[0.2307692104149796, 0.11538461380566803, 0.23076922761133606, 0.1153846206477732, 0.07692307587044536]",r,"[0.23076922761133606, 0.23076922761133606, 0.2307692412955464, 0.2307692276113361, 0.2307692104149796]",E,"[0.23076922761133606, 0.11538461380566803, 0.23076922761133606, 0.17307686770369876, 0.1153845784691325]",r,"[0.23076922761133606, 0.23076922761133606, 0.3461537354073975, 0.23076922761133606, 0.11538461380566803]"
741,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
742,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
743,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
744,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
745,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
746,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
747,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
748,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
749,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
750,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
751,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
752,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
753,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
754,"[0.22222223695906418, 0.22222216011696197, 0.22222221801169595, 0.22222221801169595, 0.11111110347953183]","[0.2222222369590643, 0.13888888152046788, 0.2222222369590643, 0.2222222180116959, 0.11111110347953179]","[0.22222224748537764, 0.22222221801169595, 0.22222223695906418, 0.22222223695906418, 0.11111111847953209]","[0.22222227098684616, 0.1388889494956184, 0.2222222369590643, 0.2222222369590643, 0.11111111847953214]","[0.22222223695906418, 0.11111110190058487, 0.22222221801169595, 0.22222221801169595, 0.11111110900584797]","[0.2222222369590643, 0.11111110190058482, 0.2222222180116959, 0.2222222180116959, 0.11111110900584795]","[0.3333333057017546, 0.22222221801169595, 0.22222223695906418, 0.22222223695906418, 0.11111111847953209]","[0.33333330570175446, 0.2222222180116959, 0.2222222369590643, 0.2222222369590643, 0.11111111847953214]","[0.22222223695906418, 0.1388888815204679, 0.22222221985380133, 0.22222221985380133, 0.11111110347953183]","[0.22222223695906432, 0.13888888152046788, 0.22222221985380133, 0.22222221985380133, 0.11111110347953179]","[0.2777777630409358, 0.22222221985380133, 0.22222223695906418, 0.22222223695906418, 0.1388888815204679]","[0.27777776304093577, 0.22222221985380133, 0.22222223695906432, 0.22222223695906432, 0.13888888152046788]","[0.22222223695906418, 0.11111112374268882, 0.22222221801169595, 0.16666663666666867, 0.11111109111111245]","[0.2222222369590643, 0.11111113549342308, 0.2222222369590643, 0.16666667771929822, 0.11111111847953214]","[0.22222224748537764, 0.22222221801169595, 0.33333327333333734, 0.22222223695906418, 0.11111111847953209]","[0.22222227098684616, 0.2222222369590643, 0.33333335543859643, 0.2222222369590643, 0.11111111847953214]"
755,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
756,"[0.23076921505494535, 0.07692308406593391, 0.2307692243406595, 0.2307692243406595, 0.11538461002747238]","[0.2307692339271254, 0.07692307797570846, 0.23076922708502032, 0.23076922708502032, 0.11538461123144397]","[0.23076925219780176, 0.19230772623626333, 0.2307692243406595, 0.2307692243406595, 0.23076921505494535]","[0.2307692339271254, 0.19230771435559962, 0.2307692339271254, 0.2307692339271254, 0.2307692339271254]","[0.23076921505494535, 0.07692308406593391, 0.2307692243406595, 0.2307692243406595, 0.07692307478021983]","[0.2307692339271254, 0.07692307797570846, 0.23076922708502032, 0.23076922708502032, 0.07692307797570846]","[0.23076925219780176, 0.2307692243406595, 0.2307692243406595, 0.2307692243406595, 0.23076921505494535]","[0.2307692339271254, 0.23076922708502032, 0.2307692339271254, 0.2307692339271254, 0.2307692339271254]","[0.23076921505494535, 0.061538469109889936, 0.2307692243406595, 0.23076921505494535, 0.07692307168498179]","[0.2307692339271254, 0.06153845964372478, 0.2307692233846981, 0.2307692233846981, 0.07692307797570846]","[0.24615387643955974, 0.23076922657875473, 0.2307692243406595, 0.23076921505494535, 0.23076921505494535]","[0.24615383857489911, 0.2307692233846981, 0.2307692339271254, 0.2307692339271254, 0.2307692339271254]","[0.23076921505494535, 0.07692308406593391, 0.19230772623626333, 0.11538461217032972, 0.11538461002747238]","[0.2307692339271254, 0.07692307797570846, 0.23076922708502032, 0.1153846169635627, 0.11538461123144397]","[0.23076925219780176, 0.19230772623626333, 0.23076922434065944, 0.2307692243406595, 0.23076921505494535]","[0.2307692339271254, 0.23076922708502032, 0.2307692339271254, 0.2307692339271254, 0.2307692339271254]"
757,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
758,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
759,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
760,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
761,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
762,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
763,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
