Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
73,"[0.23076921076923218, 0.21153836987179828, 0.23076921076923218, 0.16346153096153748, 0.14423072006410445]",E,"[0.23076921076923218, 0.23076921076923218, 0.23076929743589275, 0.16346156096153844, 0.1634615609615384]",r,"[0.1634615609615384, 0.11538460538461609, 0.23076921076923218, 0.16346153096153748, 0.10897435397435833]",E,"[0.23076921076923218, 0.23076921076923218, 0.32692306192307496, 0.16346156096153844, 0.1634615609615384]",r,"[0.23076921076923074, 0.07692307025641144, 0.23076921076923218, 0.11538464871794638, 0.11538460538461537]",E,"[0.23076921076923435, 0.23076921076923218, 0.23076929743589275, 0.23076921076923074, 0.23076921076923074]",r,"[0.23076921076923218, 0.07692307025641072, 0.23076921076923218, 0.11538464871794638, 0.11538460538461609]",E,"[0.23076921076923218, 0.23076921076923218, 0.23076929743589275, 0.23076921076923218, 0.23076921076923218]",r
74,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
75,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
76,"[0.22222222108585876, 0.11111111054292938, 0.22222220483586008, 0.2222222261994944, 0.11111110241793004]","[0.2222222180520281, 0.11111112431569646, 0.22222221979012363, 0.22222221979012363, 0.11111110989506182]","[0.22222222108585876, 0.22222223989267506, 0.22222220483586008, 0.22222224546085678, 0.22222222108585876]","[0.22222224863139317, 0.22222221979012363, 0.22222221979012363, 0.22222221979012363, 0.2222222180520281]","[0.22222222108585876, 0.11111111105429297, 0.22222220483586008, 0.11111110241793004, 0.11111111105429297]","[0.2222222180520281, 0.11111112431569659, 0.2222222180520281, 0.11111110989506182, 0.11111110989506182]","[0.22222222210858594, 0.22222223989267506, 0.22222220483586008, 0.22222222210858594, 0.22222223989267506]","[0.22222224863139317, 0.22222221979012363, 0.22222221979012363, 0.22222221979012363, 0.2222222180520281]","[0.22222222108585876, 0.11111111054292938, 0.2222222261994944, 0.22222222108585876, 0.1111111130997472]","[0.2222222180520281, 0.11111112431569659, 0.22222221979012363, 0.22222221979012363, 0.11111110989506182]","[0.22222222108585876, 0.22222223989267506, 0.2222222261994944, 0.22222222108585876, 0.22222222108585876]","[0.22222224863139317, 0.22222221979012363, 0.22222221979012363, 0.22222221979012363, 0.2222222180520281]","[0.22222222108585876, 0.11111111054292938, 0.22222220483586008, 0.2222222261994944, 0.11111110241793004]","[0.2222222180520281, 0.11111112431569646, 0.22222221979012363, 0.22222221979012363, 0.11111110989506182]","[0.22222222108585876, 0.2222222261994944, 0.22222220483586008, 0.22222224546085678, 0.22222222108585876]","[0.22222224863139317, 0.22222221979012363, 0.22222221979012363, 0.22222221979012363, 0.2222222180520281]"
77,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
78,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
79,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
80,"[0.22222221650793636, 0.11111110253968298, 0.22222221650793636, 0.22222221650793636, 0.11111111111111105]","[0.22222221685185184, 0.11111113259259278, 0.2222221985185178, 0.22222221685185184, 0.1111110992592589]","[0.22222221650793636, 0.22222221650793636, 0.22222223650793632, 0.2222222222222221, 0.2222222222222221]","[0.22222226518518556, 0.22222221685185184, 0.2222221985185178, 0.22222221685185184, 0.22222221685185184]","[0.2222222222222221, 0.0833333311904763, 0.22222221650793636, 0.22222221650793636, 0.11111111111111105]","[0.22222221685185184, 0.08333334194444465, 0.2222221985185178, 0.22222221685185184, 0.1111110992592589]","[0.2499999935714289, 0.22222221650793636, 0.22222223650793632, 0.22222221650793636, 0.2222222222222221]","[0.2500000258333339, 0.22222221685185184, 0.2222221985185178, 0.22222221685185184, 0.22222221685185184]","[0.22222221650793636, 0.11111110825396818, 0.22222221650793636, 0.22222221650793636, 0.11111111825396816]","[0.22222221685185184, 0.11111113259259278, 0.2222221985185178, 0.22222221685185184, 0.1111110992592589]","[0.22222221650793636, 0.22222221650793636, 0.22222223650793632, 0.2222222222222221, 0.2222222222222221]","[0.22222226518518556, 0.22222221685185184, 0.2222221985185178, 0.22222221685185184, 0.22222221685185184]","[0.22222221222222274, 0.11111110253968298, 0.22222221650793636, 0.11111111825396816, 0.11111111111111105]","[0.22222221685185184, 0.11111113056481464, 0.2222221985185178, 0.1111110992592589, 0.11111110842592592]","[0.22222221650793636, 0.22222221650793636, 0.22222223650793632, 0.2222222222222221, 0.22222221222222274]","[0.22222226518518556, 0.22222221685185184, 0.2222221985185178, 0.22222221685185184, 0.22222221685185184]"
81,E,"[0.2307692512620209, 0.11538462563101046, 0.23076922347355638, 0.23076921803685851, 0.11538462563101046]",r,"[0.2307692512620209, 0.23076922347355638, 0.2307692512620209, 0.2307692512620209, 0.2307692512620209]",E,"[0.2307692512620209, 0.07692308375400697, 0.23076922347355638, 0.11538462688101105, 0.11538462563101046]",r,"[0.2307692512620209, 0.23076922347355638, 0.2307692512620209, 0.2307692512620209, 0.2307692512620209]",E,"[0.2307692512620209, 0.06153844924278735, 0.23076922347355638, 0.23076921803685851, 0.07692308375400697]",r,"[0.2461537969711494, 0.23076922347355638, 0.2307692512620209, 0.2307692512620209, 0.2307692512620209]",E,"[0.2307692512620209, 0.11538462563101046, 0.23076922347355638, 0.11538462563101046, 0.11538462563101046]",r,"[0.2307692512620209, 0.23076922347355638, 0.2307692512620209, 0.2307692512620209, 0.2307692512620209]"
82,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
83,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
84,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
85,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
86,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
87,"[0.22222222333333305, 0.11111110444444494, 0.22222222333333305, 0.22222222333333305, 0.1111111004444443]","[0.22222221782328228, 0.11111110891164114, 0.22222221782328228, 0.22222221768151826, 0.11111110676572625]","[0.22222222333333305, 0.22222222333333305, 0.22222222444444448, 0.22222222444444448, 0.22222222444444448]","[0.22222221782328228, 0.22222221768151826, 0.22222222779177905, 0.22222222779177905, 0.22222222779177905]","[0.22222222444444448, 0.06666666533333329, 0.22222222333333305, 0.22222222333333305, 0.1111111004444443]","[0.22222222779177905, 0.06666666332493255, 0.22222222388048823, 0.22222221768151826, 0.11111110676572625]","[0.26666666133333317, 0.22222222333333305, 0.22222222444444448, 0.22222222444444448, 0.22222222444444448]","[0.2666666532997302, 0.22222222388048823, 0.22222222779177905, 0.22222222779177905, 0.22222222779177905]","[0.22222222333333305, 0.11111110444444494, 0.22222222333333305, 0.11111111222222224, 0.11111111222222224]","[0.22222221782328228, 0.11111110891164114, 0.22222221782328228, 0.11111111389588953, 0.11111110676572625]","[0.22222222333333305, 0.22222222333333305, 0.22222222444444448, 0.22222222444444448, 0.22222222444444448]","[0.22222221782328228, 0.22222221768151826, 0.22222222779177905, 0.22222222779177905, 0.22222222779177905]","[0.22222222333333305, 0.11111110444444494, 0.22222222333333305, 0.22222222333333305, 0.11111111222222224]","[0.22222221782328228, 0.11111110891164114, 0.22222221782328228, 0.22222221768151826, 0.11111111389588953]","[0.22222222333333305, 0.22222222333333305, 0.22222222444444448, 0.22222222444444448, 0.22222222444444448]","[0.22222221782328228, 0.22222221768151826, 0.22222222779177905, 0.22222222779177905, 0.22222222779177905]"
88,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
89,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
90,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
91,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
92,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
93,"[0.22222221727172697, 0.11111111309130921, 0.22222221727172697, 0.22222221123212393, 0.11111111309130921]","[0.2222222204040405, 0.11111113883838382, 0.2222222204040405, 0.2222221999494947, 0.11111113883838386]","[0.22222222618261842, 0.22222221727172697, 0.22222221727172697, 0.22222222618261842, 0.22222221727172697]","[0.22222227767676764, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405]","[0.22222221727172697, 0.06666666785478552, 0.22222221727172697, 0.22222221727172697, 0.11111110863586349]","[0.2222222204040405, 0.06666666775757571, 0.2222222204040405, 0.2222221999494947, 0.11111111020202025]","[0.2666666714191421, 0.22222221727172697, 0.22222221727172697, 0.22222222618261842, 0.22222221727172697]","[0.26666667103030284, 0.2222221999494947, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405]","[0.22222221727172697, 0.05555555839855425, 0.22222221506522058, 0.22222221506522058, 0.11111110753261029]","[0.2222222204040405, 0.05555555646464643, 0.2222222204040405, 0.222222186702742, 0.11111113883838386]","[0.27777779199277125, 0.22222221506522058, 0.22222221727172697, 0.22222221506522058, 0.22222221727172697]","[0.27777778232323214, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405]","[0.22222221727172697, 0.11111111309130921, 0.22222221727172697, 0.22222221123212393, 0.11111111309130921]","[0.2222222204040405, 0.11111113883838382, 0.2222222204040405, 0.2222221999494947, 0.11111113883838386]","[0.22222222618261842, 0.22222221727172697, 0.22222221727172697, 0.22222222618261842, 0.22222221727172697]","[0.22222227767676764, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405, 0.2222222204040405]"
94,"[0.22222220972222323, 0.11111111611111071, 0.22222220972222315, 0.22222220972222315, 0.11111111611111077]","[0.22222221708708698, 0.11111112192192218, 0.22222221708708698, 0.2222222268168168, 0.1111111134084084]","[0.22222223222222143, 0.22222220972222315, 0.22222220972222315, 0.22222223222222154, 0.22222220972222315]","[0.2222222438438443, 0.22222221708708698, 0.2222222268168168, 0.2222222268168168, 0.22222221708708698]","[0.22222220972222323, 0.1111111161111107, 0.22222220972222315, 0.22222220972222315, 0.11111111611111077]","[0.22222221708708698, 0.11111112192192218, 0.22222221708708698, 0.2222222268168168, 0.1111111134084084]","[0.2222222322222214, 0.22222220972222315, 0.22222220972222315, 0.22222223222222154, 0.22222220972222315]","[0.2222222438438443, 0.22222221708708698, 0.2222222268168168, 0.2222222268168168, 0.22222221708708698]","[0.22222220972222323, 0.11111111611111071, 0.22222220972222315, 0.22222220972222315, 0.11111111611111077]","[0.22222220735735712, 0.11111112192192218, 0.22222220735735712, 0.22222220735735712, 0.1111111134084084]","[0.22222223222222143, 0.22222220972222315, 0.22222220972222315, 0.22222223222222148, 0.22222220972222323]","[0.22222220735735712, 0.22222221708708698, 0.2222222268168168, 0.2222222268168168, 0.22222221708708698]","[0.22222220972222323, 0.11111111611111071, 0.22222220972222315, 0.22222220972222315, 0.11111111611111077]","[0.22222221708708698, 0.11111112192192216, 0.22222221708708698, 0.2222222268168168, 0.1111111134084084]","[0.22222223222222143, 0.22222220972222315, 0.22222220972222315, 0.22222223222222154, 0.22222220972222315]","[0.2222222438438443, 0.22222221708708698, 0.2222222268168168, 0.2222222268168168, 0.22222221708708698]"
95,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
96,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
97,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
98,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
99,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
100,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
101,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
102,"[0.2222222241269839, 0.11111110777777812, 0.22222221555555624, 0.22222221460317512, 0.11111111492063454]","[0.22222221888888888, 0.1111111244444446, 0.22222221888888888, 0.2222222188888889, 0.11111110944444445]","[0.22222223269841154, 0.22222221555555624, 0.2222222241269839, 0.22222222984126908, 0.22222221555555624]","[0.2222222488888892, 0.22222221888888888, 0.22222221888888888, 0.2222222188888889, 0.22222221888888888]","[0.2222222241269839, 0.11111111634920577, 0.22222221555555624, 0.22222221460317512, 0.11111111492063454]","[0.22222221888888888, 0.1111111244444446, 0.22222221888888888, 0.2222222188888889, 0.11111110944444445]","[0.22222223269841154, 0.22222221555555624, 0.2222222241269839, 0.22222222984126908, 0.22222221555555624]","[0.2222222488888892, 0.22222221888888888, 0.2222222188888889, 0.2222222188888889, 0.22222221888888888]","[0.22222221555555624, 0.11111110777777812, 0.22222221555555624, 0.22222221460317512, 0.11111111492063454]","[0.22222221888888888, 0.1111111244444446, 0.22222221888888888, 0.22222221888888888, 0.11111110944444445]","[0.22222221555555624, 0.22222221555555624, 0.2222222241269839, 0.22222222984126908, 0.2222222226984127]","[0.2222222488888892, 0.22222221888888888, 0.22222221888888888, 0.2222222188888889, 0.22222221888888888]","[0.2222222241269839, 0.11111110777777812, 0.22222221555555624, 0.11111111206349195, 0.11111111492063454]","[0.22222221888888888, 0.11111112241666649, 0.22222221888888888, 0.11111110944444444, 0.11111110944444445]","[0.22222223269841154, 0.22222221555555624, 0.2222222241269839, 0.22222222984126908, 0.22222221555555624]","[0.2222222488888892, 0.22222221888888888, 0.22222221888888888, 0.2222222188888889, 0.22222221888888888]"
103,"[0.22222221165700395, 0.11111110080676334, 0.22222221691787425, 0.2222222223961352, 0.1111111145893721]","[0.22222221115079396, 0.1111111232539686, 0.22222222722222174, 0.22222222722222174, 0.11111111361111087]","[0.22222221165700395, 0.22222221691787425, 0.2222222291787442, 0.2222222291787442, 0.2222222291787442]","[0.2222222465079372, 0.22222222722222174, 0.22222222722222174, 0.22222222722222174, 0.22222221115079396]","[0.22222221165700395, 0.11111110080676334, 0.22222221691787425, 0.2222222223961352, 0.1111111145893721]","[0.22222221115079396, 0.1111111232539686, 0.22222222722222174, 0.22222222722222174, 0.11111111361111087]","[0.22222221165700395, 0.22222221691787425, 0.2222222291787442, 0.2222222291787442, 0.2222222291787442]","[0.2222222465079372, 0.22222222722222174, 0.22222222722222174, 0.22222222722222174, 0.22222221115079396]","[0.22222221691787425, 0.06666666249275346, 0.22222221691787425, 0.2222222223961352, 0.1111111145893721]","[0.22222221115079396, 0.06666667572023789, 0.22222218302579483, 0.22222222722222174, 0.11111109151289741]","[0.26666664997101386, 0.22222221691787425, 0.2222222291787442, 0.2222222291787442, 0.2222222291787442]","[0.26666670288095157, 0.22222222722222174, 0.22222218302579483, 0.22222222722222174, 0.22222221115079396]","[0.22222221691787425, 0.055555554120772885, 0.22222221691787425, 0.22222221691787425, 0.1111111145893721]","[0.22222221115079396, 0.05555555341269857, 0.22222222507936504, 0.22222222507936504, 0.11111111361111087]","[0.27777777060386444, 0.22222221691787425, 0.2222222291787442, 0.2222222291787442, 0.22222221691787425]","[0.27777776706349283, 0.22222222507936504, 0.22222222722222174, 0.22222222722222174, 0.22222222507936504]"
104,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
105,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
106,"[0.2222222222222222, 0.1666666366666661, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222222222222, 0.1388888838888888, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2500000150000003, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222, 0.1388889038888892]","[0.2500000207692316, 0.19444447521367636, 0.2222222222222222, 0.2222222222222222, 0.13888890388888922]","[0.2222222222222222, 0.08333333833333344, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222222222222, 0.08333334025641054, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2500000150000003, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2500000207692316, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222220555555494, 0.06666667000000011, 0.22222222222222224, 0.2222222222222222, 0.11111111111111112]","[0.2222222222222222, 0.06666666666666665, 0.2222221900793656, 0.2222222222222222, 0.1111111111111111]","[0.26666668000000043, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222, 0.22222220555555494]","[0.2666666666666666, 0.2222221900793656, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.1388888838888888, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222222222222, 0.1388888838888888, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2777777677777776, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222, 0.1388889038888892]","[0.2777777677777776, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.13888890388888922]"
107,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
108,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
109,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
110,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
111,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
112,"[0.22222222222222224, 0.22222218222222404, 0.22222222222222224, 0.2222222222222222, 0.11111111111111112]","[0.22222222615265988, 0.22222217387464246, 0.22222222109924006, 0.22222222615265988, 0.11111111054962003]","[0.22222224222222073, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222, 0.11111113111111082]","[0.22222225113129238, 0.22222222109924006, 0.22222222109924006, 0.22222222615265988, 0.11111113279558518]","[0.22222220222222364, 0.11111112111111036, 0.22222222222222224, 0.11111111111111112, 0.1111111111111111]","[0.22222222615265988, 0.11111112556564619, 0.22222222109924006, 0.11111111054962003, 0.11111111054962003]","[0.22222224222222073, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222, 0.22222220222222364]","[0.22222225113129238, 0.22222222109924006, 0.22222222109924006, 0.22222222615265988, 0.22222222615265988]","[0.22222213222221895, 0.11111114111111223, 0.2222222222222222, 0.2222222222222222, 0.1111110911111104]","[0.22222221108855594, 0.11111112556564619, 0.22222222109924006, 0.22222222615265988, 0.11111111054962003]","[0.22222228222222445, 0.22222218222222076, 0.2222222222222222, 0.2222222222222222, 0.22222213222221895]","[0.22222225113129238, 0.22222222610458214, 0.22222222109924006, 0.22222222615265988, 0.22222221108855594]","[0.22222222222222224, 0.11111110611111119, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.22222222615265988, 0.11111110498812875, 0.22222222109924006, 0.22222222109924006, 0.11111111054962003]","[0.3333333183333336, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111113111111082]","[0.33333331496438623, 0.22222222109924006, 0.22222222109924006, 0.22222222615265988, 0.11111113279558518]"
113,"[0.22222221452991428, 0.11111111572649625, 0.22222221452991428, 0.22222221452991428, 0.11111110726495714]","[0.22222220618217747, 0.11111112431467107, 0.22222222770609282, 0.22222222770609282, 0.11111111385304641]","[0.2222222406837609, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428]","[0.22222224862934215, 0.22222222770609282, 0.22222222770609282, 0.22222223561488108, 0.22222220618217747]","[0.22222221452991428, 0.06666667128205142, 0.22222221452991428, 0.22222221452991428, 0.11111110726495714]","[0.22222220618217747, 0.06666666609936973, 0.2222222266549254, 0.2222222266549254, 0.11111111385304641]","[0.2666666851282057, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428]","[0.26666666439747894, 0.2222222266549254, 0.22222222770609282, 0.22222223561488108, 0.22222220618217747]","[0.22222221452991428, 0.11111111572649625, 0.22222221452991428, 0.22222221452991428, 0.11111110726495714]","[0.22222220618217747, 0.11111112431467107, 0.22222222770609282, 0.22222222770609282, 0.11111111385304641]","[0.2222222406837609, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428]","[0.22222224862934215, 0.22222222770609282, 0.22222222770609282, 0.22222223561488108, 0.22222220618217747]","[0.22222221452991428, 0.08333333910256427, 0.22222221452991428, 0.22222221222222177, 0.11111110726495714]","[0.22222220618217747, 0.08333332526603626, 0.22222222770609282, 0.22222222770609282, 0.11111111780744054]","[0.25000001730769283, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428, 0.22222221452991428]","[0.24999997579810881, 0.22222222770609282, 0.22222222770609282, 0.22222223561488108, 0.22222223561488108]"
